,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id
739,",- atheistische Positionen und christliche Antworten darauf, z. B. Feuerbach: Gottesglaube als Wunschdenken; Denkansätze für die Existenz Gottes, z. B. kosmologisches Argument: Thomas v. Aquin, ontologisches Argument: Anselm v. Canterbury, anthropologisches Argument: Karl Rahner, Robert Spaemann Theodizee als Ernstfall der Gottesfrage: Antworten des AT z. B. Buch Hiob und NT Jesus, der am Kreuz leidende und mitleidende Gott, außerbiblische Zeugnisse der",Anthropologie,anthropologisches,Bayern,Realschule,,2023,Bio,739
740,"und nachhaltigem Konsumverhalten befähigen. Selbstverständnis des Faches Sozialwesen und sein Beitrag zur Bildung Sozialwesen Im Fach Sozialwesen befassen sich die Schülerinnen und Schüler mit der sozialen Existenz des Menschen, seinen anthropologischen Voraussetzungen und konkreten Bedingungen sozialen Handelns. Sie erleben die eigene Sozialisation zunehmend bewusster als einen Prozess der Übernahme sozialer Normen und Werte. In der beginnenden Adoleszenz sind sie in der",Anthropologie,anthropologischen,Bayern,Realschule,,2023,Bio,740
741,"Texte zu den gewählten Schwerpunkten erarbeiten. Methodenkompetenz Der Schüler kann - seine eigene Antwort auf die Frage Was ist der Mensch mit philosophischen Argumenten begründen und präsentieren, - sich mit anthropologischen Fragestellungen in philosophischen Diskursen und Debatten auseinandersetzen. - die Debatte als Methode auf anthropologische Fragestellungen anwenden, - sich mit philosophischen Fragestellungen nach dem Wesen des Menschen auseinandersetzen und diese in",Anthropologie,anthropologischen,Thüringen,Gym,,2012,"Ethik, Philo",741
742,"Antike Aristoteles, Epikur Beschäftigung mit weiteren Glückskonzeptionen vornehmlich der antiken Lebenskunst: Kyniker Skeptiker Seneca Epiktet Glück als Lebensziel kritische Reflexion des Glücks als Lebensziel Reflexionsbereiche: Sprachphilosophie, Metaphysik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Reflexion verschiedener Lebenskonzepte und -entwürfe anhand von Interviews und literarischen Texten: Heinrich Böll: Anekdote zur Senkung der Arbeitsmoral Auseinandersetzung mit Konzepten der Enthaltsamkeit, des Fastens und des Verzichts Untersuchung",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",742
743,"Was wurde gemessen, ggf. wie wurde gemessen Zusammenfassung des Ergebnisses Interpretation des Ergebnisses und offene Fragen Abb. : Entwicklung des Hirnvolumens in der Entwicklungslinie der Primaten, https://www.mpg.de//mpievanjb, Max-Planck-Institut für evolutionäre Anthropologie Vernetzen und transferieren Auswahl: Das Mystery zeigt, wie Wissenschaft funktioniert: Aus einzelnen Bausteinen werden Theorien. Es können dabei verschiedene und möglicherweise auch widersprüchliche Theorien entstehen. Ein Beispiel zeigt KLEM: Wasseraffen-",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,743
744,"vom Neandertaler als Vorfahr des Homo sapiens endgültig widerlegt Weitere Informationen und Materialien sind auch zu finden unter: https://www.mpg.de/ Die Webseite gibt einen Überblick über Aktivitäten am Institut für evolutionäre Anthropologie in Leipzig. Darin eingebettet sind zwei Filme über Neandertaler. https://www.youtube.com/ watchvPpSCly-JW-JW Nobelpreis : Svante Pääbo im Portrait und kurzer Einblick in die Forschungsmethoden. Dauer: Minuten, Autoren der Max-Planck-Gesellschaft. https://www.youtube.com/ watchvWnPXZIfEuco",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,744
745,"sozialer Identität geprägt. Sie wird von ihm als eine Zeit der Öffnung und Erweiterung seines Lebens erfahren, zugleich aber auch als eine Zeit der Verunsicherung. Der Ethikunterricht will in seiner anthropologischen Dimension dem Schüler die Möglichkeit eröffnen, Fragen nach seinem Selbstverständnis als Natur- und Kulturwesen zu stellen und zu beantworten. So vermittelt er ihm Perspektiven für die Gestaltung des eigenen Lebens",Anthropologie,anthropologischen,Thüringen,Regelschule,,2012,"Ethik, Philo",745
746,"Konzepte und Positionen der Existenzphilosophie: Bestimmungen und Probleme des menschlichen Daseins bzw. der menschlichen Existenz wie Möglichkeit und Faktizität / Notwendigkeit, Freiheit und Gebundenheit, Endlichkeit, Zeitlichkeit, Transzendenz, Selbstsein und Selbsterkenntnis anthropologischer und metaphysischer Reflexionsbereich. Verbindlichkeiten Die Reihenfolge der Kursthemen in den E- und Q-Jahrgängen sowie die Behandlung der einzelnen, den Kursthemen untergeordneten Themen sind verbindlich. Die hier vorgelegte Reihenfolge der Unterthemen",Anthropologie,anthropologischer,Schleswig-Holstein,,,2016,"Ethik, Philo",746
747,"homologe DNA-Sequenzen Erkenntnisgewinnung , Kommunikation , , , die Evolutionstheorie als naturwissenschaftliche Theorie gegenüber nicht-naturwissenschaft-lichen Vorstellungen zur Entstehung von Artenvielfalt abgrenzen Kommunikation , ETH Freiheit und Anthropologie ETH Freiheit und Anthropologie REV Gott REV Gott RRK Gott Evolution des Menschen die stammesgeschichtliche Verwandtschaft und die Ausbreitung von Menschenarten Hominini anhand ausgewählter Fossilfunde darstellen Besonderheiten der Evolution des Menschen erläutern und die",Anthropologie,Anthropologie,BaWü,Gym,,2022,Bio,747
748,"nutzen homologe morphologische Merkmale, homologe DNA-Sequenzen Erkenntnisgewinnung , Kommunikation , , , die Evolutionstheorie als naturwissenschaftliche Theorie gegenüber nicht-naturwissenschaft-lichen Vorstellungen zur Entstehung von Artenvielfalt abgrenzen Kommunikation , ETH Freiheit und Anthropologie ETH Freiheit und Anthropologie REV Gott REV Gott RRK Gott Evolution des Menschen die stammesgeschichtliche Verwandtschaft und die Ausbreitung von Menschenarten Hominini anhand ausgewählter Fossilfunde darstellen Besonderheiten der Evolution des",Anthropologie,Anthropologie,BaWü,Gym,,2022,Bio,748
749,"homologe morphologische Merkmale, homologe DNA-Sequenzen Erkenntnisgewinnung , Kommunikation , , , die Evolutionstheorie gegenüber nicht-naturwissenschaftlichen Vorstellungen zur Entstehung von Artenvielfalt abgrenzen Kommunikation , ETH Freiheit und Anthropologie ETH Freiheit und Anthropologie REV Gott REV Gott RRK Gott Ökologie Das Inhaltsfeld Ökologie ermöglicht vielfältige handlungsorientierte Zugänge unter Berücksichtigung von qualitativer und quantitativer Arbeit im Freiland und auf Exkursionen. Ausgehend von der Erläuterung",Anthropologie,Anthropologie,BaWü,Gym,,2022,Bio,749
750,"Prüfung von Stammbaumhypothesen nutzen homologe morphologische Merkmale, homologe DNA-Sequenzen Erkenntnisgewinnung , Kommunikation , , , die Evolutionstheorie gegenüber nicht-naturwissenschaftlichen Vorstellungen zur Entstehung von Artenvielfalt abgrenzen Kommunikation , ETH Freiheit und Anthropologie ETH Freiheit und Anthropologie REV Gott REV Gott RRK Gott Ökologie Das Inhaltsfeld Ökologie ermöglicht vielfältige handlungsorientierte Zugänge unter Berücksichtigung von qualitativer und quantitativer Arbeit im Freiland und auf Exkursionen.",Anthropologie,Anthropologie,BaWü,Gym,,2022,Bio,750
751,"werden derart bearbeitet, dass die Schülerinnen und Schüler - unabhängig von einzelnen Inhalten - die themenbezogenen Kompetenzen erwerben oder vertiefen können. Einführungsphase / .Halbjahr E.: Einführung in das philosophische Denken Anthropologischer Reflexionsbereich Didaktische Hinweise Der Einführungskurs verfolgt unterschiedliche Intentionen: Er weist die Schülerinnen und Schüler in die Philo sophie als ein Fach im Fächerkanon der Oberstufe ein, das sich - als",Anthropologie,anthropologischer,Schleswig-Holstein,,,2016,"Ethik, Philo",751
752,"Ausdruck gebracht werden soll. Sie spiegeln die vier Reflexionsbereiche wider, welche den Philosophieunterricht von Klasse bis strukturieren vgl. EPA Philosophie , nämlich den erkenntnistheoretischen, den moralisch-praktischen, den metaphysischen sowie den anthropologischen Reflexionsbereich. Innerhalb dieser Reflexionsbereiche werden spezifische Kompetenzen entsprechend dem Entwicklungsstand der Schülerinnen und Schüler vertieft und neu erworben: Im Rahmen des erkenntnistheoretischen Reflexionsbereichs richten die Schülerinnen und Schüler ihr Augenmerk",Anthropologie,anthropologischen,Schleswig-Holstein,,,2016,"Ethik, Philo",752
753,"Aufgabe sieht und die für einen Verständigungsprozess über weltanschauliche Grenzen hinweg notwendige rationale Basis darstellt. Um zu lernen, sich und andere als gleichwertige Personen zu verstehen, stellt die Philosophie die anthropologische Frage Was ist der Mensch. Sie fragt damit nach der allen gleichermaßen unterstellten Vernunftbegabung und Würde, d.h. nach dem Gemeinsamen in der Natur resp. dem Wesen des Menschen. Der Philosophieunterricht",Anthropologie,anthropologische,Bremen,Gym,5-9,2017,"Ethik, Philo",753
754,Wirklichkeit als Problem der Erkenntnistheorie interpretieren lebenspraktische Fragen als Probleme der Ethik identifizieren und interpretieren Recht und Gerechtigkeit als tragende Prinzipien der Gemeinschaft verstehen das eigene Selbstverständnis als Problem der Anthropologie interpretieren. Kommunizieren Die Schülerinnen und Schüler können das eigene vorreflexive Wirklichkeitsverständnis problematisieren die Implikationen und Konsequenzen eigener moralischer Wertungen problematisieren sich gegenüber fremden moralischen Wertungen argumentativ verhalten eigene Ansprüche auf,Anthropologie,Anthropologie,Bremen,Gym,5-9,2017,"Ethik, Philo",754
755,der Erkenntnistheorie darstellen unter Verwendung sachadäquater Termini die Frage der Ethik darstellen unter Verwendung sachadäquater Termini die Frage der Rechts- und Staatsphilosophie darstellen unter Verwendung sachadäquater Termini die Frage der Anthropologie darstellen. Analysieren Die Schülerinnen und Schüler können die erkenntnistheoretische Problematik des naiven Wirklichkeitsbegriffs analysieren die Termini Subjekt und Objekt als Konstituenten erkenntnistheoretischer Reflexion anwenden moralische Fragen Kriterien geleitet Selbst- versus,Anthropologie,Anthropologie,Bremen,Gym,5-9,2017,"Ethik, Philo",755
756,"Wie kann der Mensch seiner Verantwortlichkeit gerecht werden Wann ist ein Leben ein g e g l ü c k t e s L e b e n - Kernaussagen anthropologischer Positionen analysieren, einordnen und vergleichen, - die Argumentation auch komplexer philosophischer Texte zu den gewählten Schwerpunkten erarbeiten. Methodenkompetenz Der Schüler kann - seine eigene Antwort auf die Frage Was ist",Anthropologie,anthropologischer,Thüringen,Gym,,2012,"Ethik, Philo",756
757,"auf die Frage Was ist der Mensch mit philosophischen Argumenten begründen und präsentieren, - sich mit anthropologischen Fragestellungen in philosophischen Diskursen und Debatten auseinandersetzen. - die Debatte als Methode auf anthropologische Fragestellungen anwenden, - sich mit philosophischen Fragestellungen nach dem Wesen des Menschen auseinandersetzen und diese in essayistischer Form verarbeiten. Selbst- und Sozialkompetenz Der Schüler kann - eigene Antwortversuche auf die",Anthropologie,anthropologische,Thüringen,Gym,,2012,"Ethik, Philo",757
758,"Bildungspolitik die Entwicklung der Teilnahme an Bildung und die Entwicklung der Bildungsabschlüsse sowie die Einflussfaktoren darauf soziale Herkunft, Migrationshintergrund, Geschlecht mithilfe von Material analysieren Zuwanderung nach Deutschland ETH Freiheit und Anthropologie BNE Teilhabe, Mitwirkung, Mitbestimmung BO Geschlechtsspezifische Aspekte bei der Berufswahl, Familien- und Lebensplanung politische, gesellschaftliche und wirtschaftliche Folgen von ungleichen Bildungschancen erläutern Analysekompetenz , Zuwanderung nach Deutschland BNE Teilhabe, Mitwirkung,",Anthropologie,Anthropologie,BaWü,Gym,,2023,Sozialkunde,758
759,"Bildungspolitik die Entwicklung der Teilnahme an Bildung und die Entwicklung der Bildungsabschlüsse sowie die Einflussfaktoren darauf soziale Herkunft, Migrationshintergrund, Geschlecht mithilfe von Material, analysieren Zuwanderung nach Deutschland ETH Freiheit und Anthropologie BNE Teilhabe, Mitwirkung, Mitbestimmung BO Geschlechtsspezifische Aspekte bei der Berufswahl, Familien- und Lebensplanung politische, gesellschaftliche und wirtschaftliche Folgen von ungleichen Bildungschancen erläutern Analysekompetenz Zuwanderung nach Deutschland ETH Gerechtigkeit und Recht",Anthropologie,Anthropologie,BaWü,Gym,,2023,Sozialkunde,759
760,"möglicher Identitäten charakterisiert und weisen keine klaren Konturen auf. Scheinbar stabile Strukturen von Eigenem und Fremdem gehen so verloren. In historischer Perspektive treten Wanderungsbewegungen und Austauschprozesse zwischen den Kulturen als anthropologische Konstanten auf Wirtschaft und Umwelt. Diese begegnen uns in unterschiedlichen Formen des Kulturkontakts, von einer zeitlich begrenzten Kulturberührung über den Kulturzusammenstoß, der bisweilen zur Auslöschung des machtpolitisch Unterlegenen führte, bis",Anthropologie,anthropologische,Niedersachsen,Gym,Sek1,2015,Geschichte,760
761,",- atheistische Positionen und christliche Antworten darauf, z. B. Feuerbach: Gottesglaube als Wunschdenken; Denkansätze für die Existenz Gottes, z. B. kosmologisches Argument: Thomas v. Aquin, ontologisches Argument: Anselm v. Canterbury, anthropologisches Argument: Karl Rahner, Robert Spaemann Theodizee als Ernstfall der Gottesfrage: Antworten des AT z. B. Buch Hiob und NT Jesus, der am Kreuz leidende und mitleidende Gott, außerbiblische Zeugnisse der",Anthropologie,anthropologisches,Bayern,Realschule,,2023,Sozialkunde,761
762,der Hoffnung statt dystopischer Szenarien. Dies wird in Kontext Mensch und Verantwortung: Wohin gehen wir Das Anthropozän behandelt. Exemplarische Reihenplanung Grafik Abb. : Mögliche Unterrichtsreihe zum Themenfeld TF : Biologische Anthropologie Weiterführende Materialien: Wir retten das Klima fächerverbindenden Projektarbeit oder zur Ergänzung im Unterricht siehe Methodenkoffer und Onlinematerial ProjektM bis M Kontext : Typisch menschlich: Wer sind wir Kontext : Evolution,Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,762
763,"und nachhaltigem Konsumverhalten befähigen. Selbstverständnis des Faches Sozialwesen und sein Beitrag zur Bildung Sozialwesen Im Fach Sozialwesen befassen sich die Schülerinnen und Schüler mit der sozialen Existenz des Menschen, seinen anthropologischen Voraussetzungen und konkreten Bedingungen sozialen Handelns. Sie erleben die eigene Sozialisation zunehmend bewusster als einen Prozess der Übernahme sozialer Normen und Werte. In der beginnenden Adoleszenz sind sie in der",Anthropologie,anthropologischen,Bayern,Realschule,,2023,Sozialkunde,763
764,sind dabei auch umfassendere Begründungen bzw. Herleitungen normativer Modelle zu berücksichtigen. Hierbei sollten in geeignetem Umfang auch Originaltexte einbezogen werden. Neben der philosophischen Ethik sind zudem auch Gesichtspunkte aus der Anthropologie und der Erkenntnistheorie zu thematisieren. Besonderes Gewicht haben auch ethische Akzentuierungen der Religionen bzw. Weltanschauungen. Geeignete Forschungsergebnisse der Naturwissenschaften sind bei der Erörterung bestimmter ethischer Fragen in angemessener Weise einzubeziehen.,Anthropologie,Anthropologie,Niedersachsen,Gesamtschule,,2017,"Ethik, Philo",764
765,"ein Naturwesen einerseits und aufgesetztes Kulturwesen andererseits im Besonderen die unterschiedliche Reflexion auf den philosophischen Dualismus und Monismus Fortschritt - Fortschreiten - Gefahr Debatte über Fragen der Angewandten Ethik Reflexionsbereiche: Anthropologie, Geschichte und Gesellschaft, Ethik, Sprachphilosophie, Metaphysik, Erkenntnistheorie, Lebenskunst Diskussion von Fragen der Medien-, Medizin-, Wirtschaftsethik Globalisierung Digitalisierung BNE, MD zusätzlich für den Leistungskurs Naturwissenschaft und Philosophie kritische Auseinandersetzung mit Grundfragen",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",765
766,"aus den Bereichen der praktischen Philosophie, vor allem der angewandten Ethik. Hierbei sollten in geeignetem Umfang auch Originaltexte einbezogen werden. Neben der philosophischen Ethik sind zudem auch Gesichtspunkte aus der Anthropologie und der Erkenntnistheorie zu thematisieren. Besonderes Gewicht haben auch ethische Akzentuierungen der Religionen bzw. Weltanschauungen. Geeignete Forschungsergebnisse der Naturwissenschaften sind bei der Erörterung bestimmter ethischer Fragen in angemessener Weise einzubeziehen.",Anthropologie,Anthropologie,Niedersachsen,Hauptschule,,2018,"Ethik, Philo",766
767,"Diskussion von Fragen der Medien-, Medizin-, Wirtschaftsethik Globalisierung Digitalisierung BNE, MD zusätzlich für den Leistungskurs Naturwissenschaft und Philosophie kritische Auseinandersetzung mit Grundfragen des Ursprungs und der Erkennbarkeit der Welt Reflexionsbereiche: Anthropologie, Geschichte und Gesellschaft, Ethik, Sprachphilosophie, Metaphysik, Erkenntnistheorie, Lebenskunst Untersuchen von Voraussetzungen, Methoden und Zielen von Wissenschaft und ihrer Form der Erkenntnisgewinnung MD Debattieren von Fragen des Verhältnisses von Wissenschaft und",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",767
768,"als Phänomen des Alltags und der Philosophie begriffliche Arbeit: Unterscheidung von zufälligem Glück und Glück als gelingendem Leben Unterscheidung von instrumentellem und immanentem Glück Reflexionsbereiche: Sprachphilosophie, Metaphysik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Auseinandersetzung mit dem Begriff Glück als Phänomen des menschlichen Alltags unter Zuhilfenahme verschiedener lebensweltbezogener Medien Bücher, Filme, Lieder, YouTubeVideos, Gedichte, Comics, Märchen, Videospiele, ... Erarbeitung einer These zur Bedeutung",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",768
769,"Diese verdichten wichtige Strukturen und Inhalte ihrer Zeit. Gleichzeitig soll damit den Lehrkräften eine Orientierung für die Planung von Geschichtsunterricht an die Hand gegeben werden, wodurch einerseits die Vergangenheit nach anthropologischen Fragestellungen strukturiert wird, andererseits aber auch genügend Freiräume für die Berücksichtigung lokaler, regionaler und aktueller Beispiele gelassen werden. Ferner stellen die Grundbegriffe für die Lehrenden nochmals eine Hilfe bei der",Anthropologie,anthropologischen,Rheinland-Pfalz,,Sek1,2021,Sozialkunde,769
770,"zum Zweck oder als ein Verfahren Interaktion mit intelligenten Systemen BNE, MD Mensch als Wesen, das Kultur hat Begriffsbestimmung Kultur Kultur als Bedrohung oder Chance für den Menschen Reflexionsbereiche: Ethik, Anthropologie, Geschichte und Gesellschaft, Sprachphilosophie, Metaphysik, Erkenntnistheorie, Lebenskunst Suchen nach Bestimmungen für den Begriff Kultur Thematisieren des Menschen als Kulturwesen Schöpfer und Geschöpf kritische Auseinandersetzung mit der Bestimmung des Menschen: als",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",770
771,"bietet sich durchaus die Zeit für die komplette, zeitintensivere Umsetzung der Methodik Design Thinking, die nachfolgend im Methodenkoffer vorgestellt wird. Die nachfolgenden Planungsstrukturen Abb. zeigen eine mögliche Unterrichtsreihe. Die Biologische Anthropologie behandelt die drei Grundfragen: Wer sind wir Woher kommen wir Wohin gehen wir Frage : Wer sind wir Was ist typisch menschlich Was sind Gemeinsamkeiten und Unterschiede zu anderen Spezies",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,771
772,"die Themenbereiche und Kontexte Die hier gezeigten Unterrichtsvorschläge sind so konzipiert, dass das in der Intention beschriebene Fachwissen und die damit verbundene Kompetenzentwicklung ermöglicht wird. Die Intention im Themenbereich Biologische Anthropologie und die daraus sich ergebenden beiden Kernfragen Warum sind wir wie wir sind Wie gestalten wir heute und in Zukunft unsere Erde münden in zwei alternativen Reihen-Planungen. Die kleinste Planungseinheit",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,772
773,"Grundlage für das Verständnis der Entwicklung des Neocortex als Ursache von Bewusstsein Kognition geschaffen worden sein. In den Themenfeldern Immunreaktion, Reproduktion, Genetik und wurden die Grundlagen für das Themenfeld Biologische Anthropologie geschaffen. Zum Fach Chemie in der Mittelstufe finden sich Synergien zu Themenfeld bezüglich der menschlichen Einflüsse auf das Klima. Technische Bezüge sind im Themenfeld , und kulturelle Evolution, Bereitstellung elektrischer",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,773
774,"Aristoteles - die Schöpfungsgeschichten des Alten Testaments - Philanthropie und Kultiviertheit z. B. bei Pico della Mirandola, W. v. Humboldt Möglichkeiten zur Abstimmung in den Schuljahrgängen / - Evangelischer Religionsunterricht: Anthropologie: Sich mit Partnerschaft in Vielfalt und Verantwortung auseinandersetzen Vorstellungen von der eigenen Geschlechterrolle vor dem Hintergrund schöpfungstheologischer Aussagen reflektiert darstellen Bezüge zu den fächerübergreifenden Themen gemäß Grundsatzband Kap. Städte und",Anthropologie,Anthropologie,Sachsen-Anhalt,Gym,,2022,"Ethik, Philo",774
775,"Perspektive eigene Weltanschauung Weltbilder der Vergangenheit und Gegenwart religiöse Ausdrucksformen von Weltbildern in der Umwelt der Schülerinnen und Schüler prägende Kraft von Religionen und Weltanschauungen das Phänomen der Religion als anthropologisches Faktum Welche Weltanschauung habe ich Welche Auswirkungen hat sie auf mein Handeln Welche Konsequenzen haben Weltanschauungen auf Menschen Welche Weltbilder, Religionen, welche religiösen Menschen kenne ich Was ist ein Weltbild",Anthropologie,anthropologisches,Rheinland-Pfalz,,Sek1,2021,"Ethik, Philo",775
776,den Medien Nur für eA: Sexualerziehung: Identitätsfindung S S. Soziale und emotionale Entwicklung Bindung Übergreifend Inhalte Fachbezogen Umsetzungshilfen Aufgabengebiete Sexualerziehung Sprachbildung Fachübergreifende Bezüge Grundlagen der Bindungstheorie Bindungsbegriff Exploration und Bindung anthropologische Grundlagen der Bindung Phasen der Entwicklung einer Bindung internale Arbeitsmodelle Kompetenzen gA Kompetenzen eA Fachinterne Bezüge M Paradigmen M Entwicklungsaufgaben S. Emotionen S. Klinische Psychologie bleibt zunächst leer Bindungsforschung Feinfühligkeit,Anthropologie,anthropologische,Hamburg,,Sek2,2024,"Psychologie, Gesundheit",776
777,"Veranstaltungen oder Orten BTV Differenzierung von Mythos, Mythologie, Philosophie und Religion Mensch und Religion BTV Religion inhaltliche Auseinandersetzung mit den drei großen monotheistischen Weltreligionen, weiteren Religionen und mythologischen Weltdeutungen Reflexionsbereiche: Anthropologie, Ethik, Metaphysik, Lebenskunst, Geschichte und Gesellschaft, Sprachphilosophie Darstellung und Vergleich der Eckpfeiler der drei monotheistischen Weltreligionen - im Kontrast zu polytheistischen Religionen wie Hinduismus und Glaubensgemeinschaften ohne Götter wie Buddhismus",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",777
778,"wie Buddhismus oder mythologischen Weltinterpretationen Auseinandersetzung mit religionskundlichen Grundbegriffen wie Monotheismus, Polytheismus, Deismus, Atheismus, Agnostizismus, Fideismus Bedeutung von Religion kritische Reflexion der Bedeutung der Religion für das menschliche Zusammen-Leben Reflexionsbereiche: Anthropologie, Ethik, Metaphysik, Lebenskunst, Geschichte und Gesellschaft, Sprachphilosophie kritische Auseinandersetzung mit historischen, literarischen, künstlerischen oder cineastischen Ausdrucksformen von Religion und Mythologie: Ringparabel Werke Barlachs Bibel Edda Star Wars Star Trek Game",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",778
779,"Max Horkeimer, Theodor Adorno und dem Gottesbegriff nach Auschwitz Hans Jonas Subjekt und Gesellschaft ca. / Unterrichtsstunden Verbindliche Inhalte Hinweise und Anregungen Subjekt Differenzierung des Begriffsfeldes Subjekt und Gesellschaft Reflexionsbereiche: Anthropologie, Ethik, Erkenntnistheorie, Metaphysik, Lebenskunst, Geschichte und Gesellschaft, Sprachphilosophie grundlegende, erkenntnistheoretische und ontologische Definitionen: René Descartes Michel Foucault Auseinandersetzung mit dem Begriffsfeld unter den Aspekten: Subjektivität Bewusstsein Individuum Identität Subjekt-Objekt-Relation Das",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",779
780,"Geschlechterbilder. Selbst- und Weltverständnis werden darüber hinaus geprägt vom Gefühl der Zugehörigkeit zu sozialen Gruppen, Ethnien oder Nationen. Ziel dieses Themenfeldes ist es, durch eine reflektierte und kritische Auseinandersetzung mit anthropologischen und ethischen Fragestellungen zur geschlechtlichen und kulturellen Situiertheit die Schülerinnen und Schüler in die Lage zu versetzen, Fragen des gelingenden Lebens und der Lebensgestaltung für die eigene Persönlichkeitsentwicklung zu nutzen.",Anthropologie,anthropologischen,Rheinland-Pfalz,,Sek1,2021,"Ethik, Philo",780
781,"Selbst gerecht zu werden Hat allein der Mensch Selbstbewusstsein Die Fragen eignen sich zum Schreiben eines Essays. Der Mensch als Natur-, Vernunft-, Geist- und Kulturwesen Beschäftigung mit Thesen der Philosophischen Anthropologie Reflexionsbereiche: Anthropologie, Ethik exemplarische Lektüre: Max Scheler Helmut Plessner Arnold Gehlen Das Eigene und das Fremde Auseinandersetzung mit Konzepten zu Identität und Alterität und deren ethischen Implikationen Reflexionsbereiche: Anthropologie, Ethik,",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",781
782,"Philosophischen Anthropologie Reflexionsbereiche: Anthropologie, Ethik exemplarische Lektüre: Max Scheler Helmut Plessner Arnold Gehlen Das Eigene und das Fremde Auseinandersetzung mit Konzepten zu Identität und Alterität und deren ethischen Implikationen Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft Bezüge zu verschiedenen lebensweltorientierten Themen vom ICH und anderen: Heimat Migration BNE BTV zusätzlich für den Leistungskurs Subjekt und Gesellschaft philosophie-historische Perspektiven erörtern vom Subjekt als",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",782
783,"lebensweltorientierten Themen vom ICH und anderen: Heimat Migration BNE BTV zusätzlich für den Leistungskurs Subjekt und Gesellschaft philosophie-historische Perspektiven erörtern vom Subjekt als dem Zugrundeliegenden zum Subjekt als Effekt Reflexionsbereiche: Anthropologie, Metaphysik, Geschichte und Gesellschaft, Sprachphilosophie mögliche Fragestellungen: Auf welche Weise wird das Subjekt von der Gesellschaft determiniert Wie findet Subjektivation statt Sein und Dasein ca. / Unterrichtsstunden Verbindliche Inhalte Hinweise",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",783
784,"Was ist Metaphysik zusätzlich für den Leistungskurs Grundbegriffe der Metaphysik Auseinandersetzung mit den verschiedenen Ansätzen zur Metaphysik: aristotelisches Paradigma mentalistisches Paradigma linguistisches Paradigma Kritik der Metaphysik Zeitlichkeit und Endlichkeit Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft, Metaphysik, Lebenskunst Auseinandersetzung mit den Fragen nach dem Grundprinzip aller Dinge: Unsterblichkeit der Seele Sein und Nichts Zeit und Ewigkeit Struktur des Kosmos Hildegard von Bingen",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",784
785,"Auseinandersetzung mit den Fragen nach dem Grundprinzip aller Dinge: Unsterblichkeit der Seele Sein und Nichts Zeit und Ewigkeit Struktur des Kosmos Hildegard von Bingen Wesen und Sinn des Daseins Reflexionsbereiche: Anthropologie, Geschichte und Gesellschaft, Metaphysik, Lebenskunst Auseinandersetzung mit und kritische Reflexion der Aspekte: Existenz und Wesen Freiheit als Aufgabe Mein Sein in dieser Welt Angst und Sorge als Lebensmodus Leben im",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",785
786,"Herstellung bzw. Sicherung des internationalen Friedens in seiner gedanklichen Abfolge und ordnen es in die Tradition der Theorien zur politischen Friedenssicherung ein. URTEILSKOMPETENZ Die Schülerinnen und Schüler erörtern abwägend die anthropologischen Voraussetzungen der behandelten Staatsmodelle und deren Konsequenzen, bewerten differenziert die Überzeugungskraft der behandelten kontraktualistischen Staatsmodelle im Hinblick auf die Legitimation eines Staates angesichts der Freiheitsansprüche des Individuums, bewerten kriteriengeleitet und",Anthropologie,anthropologischen,NRW,Gym,Sek2,2014,"Ethik, Philo",786
