term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
form,43,0.0,0.0,0.0002,0.0018,0.0,0.0148,0.0,0.0066,0.0023,0.0246,0.0001,0.0,0.004,0.0001,0.0001,0.0001,0.0,0.0,0.0002,0.0
wissen,42,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0,0.0,0.0029,0.0001,0.0001,0.0006,0.0,0.0257,0.0001,0.0022,0.0,0.0,0.0002,0.0099
ultimat,42,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0022,0.038,0.0001,0.0001,0.0036,0.0075,0.0002,0.0
anpassung,41,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0,0.0171,0.0,0.0001,0.0001,0.0044,0.0,0.0001,0.0001,0.0001,0.0,0.0002,0.0002,0.0
wert,41,0.0,0.0,0.0002,0.0001,0.0057,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0197,0.0,0.0002,0.0
natur,41,0.0014,0.0,0.1634,0.0001,0.0,0.0002,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0002,0.0
stellen,40,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0,0.0,0.0019,0.0001,0.0001,0.0008,0.0,0.0001,0.0001,0.0002,0.0,0.0,0.0921,0.0
themenfelder,40,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0069,0.0,0.0,0.0001,0.0001,0.0036,0.0,0.0001,0.0001,0.0141,0.0,0.0023,0.0002,0.0
klasse,39,0.0,0.0,0.0002,0.0001,0.0,0.0002,0.0243,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0002,0.0
modell,39,0.0012,0.0038,0.0174,0.0001,0.0,0.0002,0.0,0.0033,0.0,0.0001,0.0001,0.0,0.0146,0.0001,0.0001,0.0001,0.0,0.0002,0.0002,0.0
